Jami Cromley,Community District Library,210 East Corunna Avenue,,Corunna,MI,48817,,9897433287,http://mycdl.org/,"M,W 9-8; T,Th 8-8; F 8-5",25595,4,42.981638,-84.116446,54656,45%,67884,122540,4.79,2.14,6923,0.27,19410,23812,122263,4.78,32479,8974,57362
Ms. Margaret M. King-Sloan,Comstock Township Library,6130 King Highway,P.O. Box 25,Comstock,MI,49041-0025,msloan@voyager.net,2693450136,http://www.comstocklibrary.org,M-Th 10-9; F 10-6; Sa 10-4 (May 31-Sep 2 M-Th 10-8; F 10-6; Sa 10-4),14854,4,42.2867742,-85.5097239,63901,54%,55053,118954,8.01,1.05,12573,0.85,110,495,86937,5.85,11941,12456,112883
Ms. Jane K. Moe,Constantine Township Library,165 Canaris Street,,Constantine,MI,49042-1015,jmoe@monroe.lib.mi.us,2694357957,http://www.constantine.michlibrary.org/,"M,W-F 10-5; Tu,Th 10-7; Sa 10-3; Su 12-5 (Closed Su Memorial Day-Labor Day)",4986,2,41.841012,-85.6699269,19149,55%,15667,34816,6.98,1.69,2394,0.48,165,1394,39330,7.89,12968,2581,20657
Ms. LaVonne E. Marshall,Coopersville Area District Library,333 Ottawa Street,,Coopersville,MI,49404-1243,coocgk@llcoop.org,6168376809,http://coopersville.llcoop.org,"M,Tu,Th 10-8; W,F 10-5; Sa 10-1",11862,3,43.065523,-85.936249,39430,46%,46450,85880,7.24,1.99,5895,0.5,6199,6521,54450,4.59,15680,5283,43243
Ms. Bambi L. Mansfield-Sanderson,Crawford County Library,Devereaux Memorial Crawford County Library,201 Plum Street,Grayling,MI,49738-1400,CCLS-director@crawfordco.lib.mi.us,9893489214,http://www.crawfordco.lib.mi.us/,M-Th 9-7; F 9-6; Sa 9-2,14074,4,44.6649964,-84.7076496,17487,23%,59937,77424,5.5,1.13,5134,0.36,1147,872,97000,6.89,28105,7164,68551
Ms. Cecilia A. Marlow,Cromaine District Library,3688 North Hartland Road,P.O. Box 308,Hartland,MI,48353-0308,cmarlow@cromaine.org,8106325200,http://www.cromaine.org,M-Th 9-8; F 9-6; Sa 9-4; Su 1-5 (May-Aug Closed Su),26391,5,42.6574193,-83.7544039,76200,14%,457433,533633,20.22,5.16,22345,0.85,0,7108,212958,8.07,47419,16344,103357
Ms. Karen S. Walker,Crooked Tree District Library,2203 Walloon Street,P.O. Box 518,Walloon Lake,MI,49796-0518,karenctdl@charterinternet.com,2315352111,http://www.crookedtreelibrary.org/,"M 4-8; Tu,W 10-5:30; Th 1:30-8; Sa 10-1",3953,1,45.2671743,-84.933775,4006,30%,9277,13283,3.36,0.64,1462,0.37,2991,2383,9961,2.52,3557,2020,20630
Ms. Ashley C. Hawley,Croton Township Library,8260 South Croton-Hardy Drive,,Newaygo,MI,49337,croah@llcoop.org,2316521615,http://www.croton.michlibrary.org,T 12-5; W 12-7; F 12-5; Sa 9-12,3715,1,43.438096,-85.660908,4401,18%,19745,24146,6.5,1.8,719,0.19,2697,1575,9984,2.69,572,782,13430
Ms. Mary J. Thoreson,Crystal Falls District Community Library,237 Superior Avenue,,Crystal Falls,MI,49920-1331,cflib@up.net,9068753344,http://www.uproc.lib.mi.us/CrystalFalls/,M-Th 9-7; F 9-4; Sa 10-2,4121,1,46.0967688,-88.3301378,13954,43%,18270,32224,7.82,1.78,1820,0.44,34,91,28980,7.03,5424,2192,18151
,Curtis Township Library,4884 Bamfield Road,,Glennie,MI,48737-9728,librarydirector@centurytel.net,9897352601,http://www.curtistownship.org,"Tu,W 11-6; Th 1-8; Sa 11-3",1236,1,44.5605995,-83.7213533,520,5%,10455,10975,8.88,0.79,450,0.36,2243,567,8802,7.12,2344,803,13850
Ms. Heather R. Doran,Darcy Library of Beulah,7238 Commercial Street,,Beulah,MI,49617-0469,beulah_library@sbcglobal.net,2318824037,http://www.darcylibraryofbeulah.org,"M,W,F 12-5; Tu,Th 12-7; Sa 9-1",2884,1,44.6275071,-86.09045,8400,30%,19446,27846,9.66,1.41,1825,0.63,42,482,27330,9.48,5600,1320,19743
Mr. Michael P. Mccaffery,Dearborn Heights City Libraries,Caroline Kennedy Library,24590 George Street,Dearborn Heights,MI,48127,mpmccaffery@gmail.com,3137913800,http://www.dhcl.michlibrary.org/,"M-Th 10-9; F,Sa 10-5; Su 12 (noon)-5",57774,6,42.3320318,-83.2783014,109736,45%,134121,243857,4.22,1.63,11400,0.2,31213,26580,195000,3.38,99396,16450,149332
Ms. Maryanne Bartles,Dearborn Public Library,Henry Ford Centennial Library,16301 Michigan Avenue,Dearborn,MI,48126-2792,library@ci.dearborn.mi.us,3139432037,http://dearbornlibrary.org,"M-Th 9:30-8:30; F,Sa 9:30-5:30; Su 1-5 (Closed Sat & Sun June-August)",98153,6,42.3129811,-83.2025743,282553,32%,592218,874771,8.91,3.21,110000,1.12,0,11,477827,4.87,130139,38731,272772
Ms. Amanda J. Morningstar,Deckerville Public Library,3542 North Main Street,,Deckerville,MI,48427-9638,deckervillelibrary@yahoo.com,8103768015,deckervillelibrary.michlibrary.org,Tu10-7; W 10-7; F 10-7; Sa 10-1,4514,2,43.5279294,-82.7350319,3254,24%,10034,13288,2.94,0.87,1213,0.27,312,1040,13280,2.94,1187,1071,15199
Ms. Cherry Hamrick,Delta Township District Library,5130 Davenport Drive,,Lansing,MI,48917-2040,chamrick@dtdl.org,5173214014,http://www.dtdl.org,M-F 10-8; Sa 10-4,32799,5,42.7466834,-84.6211685,99917,30%,235678,335595,10.23,6.21,2904,0.09,16317,16269,190570,5.81,24925,28340,54016
Ms. Cheryl L. Bower,Delton District Library,330 North Grove Street,P.O. Box 155,Delton,MI,49046-0155,deltonlib@mei.net,2696238040,http://www.deltonlib.org,"M,W,F 10-5; Tu,Th 10-8; Sa 9-1",10021,3,42.5027094,-85.4085018,35000,41%,50000,85000,8.48,1.2,15000,1.5,2637,2874,96550,9.63,8509,5453,71086
Ms. Carole I. Hiney,DeTour Area School and Public Library,202 South Division Street,P.O. Box 429,Detour Village,MI,49725-0429,chiney@eup.k12.mi.us,9062972011,http://detour.eup.k12.mi.us/696442429142741/site/default.asp,"M,Tu,Th,F 8-3:30; W 8-8; Sa 10-2(Jun 7-Sep 6 Tu,Th 8-4; W 6-8; Sa 10-2)",2190,1,45.9883841,-83.9053905,3940,40%,5822,9762,4.46,0.7,450,0.21,5,2,6510,2.97,3490,530,13851
Ms. Jo Anne G. Mondowney,Detroit Public Library,5201 Woodward Avenue,,Detroit,MI,48202-4093,jmondowney@detroitpubliclibrary.org,3134811400,http://www.detroitpubliclibrary.org,"Tu,W 12-8; Th-Sa 10-6",713777,6,42.3584249,-83.066566,501698,19%,2086437,2588135,3.63,0.37,895260,1.25,11844,396,5028710,7.05,757078,362454,7070433
Ms. Jennifer L. Balcom,DeWitt District Library,13101 Schavey Road,,DeWitt,MI,48820-9008,director@dewittlibrary.org,5176693156,http://www.dewittlibrary.org,"M,W,Th 10-8:30; T 1-8:30; F 1-7; Sa 10-4; Su 1-4 (May 30-Sep 5 Closed Su)",34381,5,42.8263394,-84.5887198,94405,52%,87218,181623,5.28,2.9,7800,0.23,2012,1768,108263,3.15,7274,15132,62583
Mr. Paul T. McCann,Dexter District Library,3255 Alpine Street,,Dexter,MI,48130-1015,pmccann@dexter.lib.mi.us,7344264477,http://www.dexter.lib.mi.us/,"M-F 9-9; Sa 9-5, Su 1-5",19591,4,42.3400916,-83.8887204,233077,56%,182709,415786,21.22,4.02,26485,1.35,29440,36705,156572,7.99,41816,12160,103471
Ms. Beth L. Baker,Dickinson County Library,401 Iron Mountain Street,,Iron Mountain,MI,49801-3435,beth@dcl-lib.org,9067741218,http://www.dcl-lib.org,M-Th 9-9; F 9-6; Sa 9-5; Su 1-4 (Summer hours: M-Th 9-8; F 9-6; Sa 9-1),26168,5,45.8193567,-88.0638022,43841,25%,128659,172500,6.59,1.54,17679,0.68,11512,13237,149219,5.7,32430,13282,112137
Ms. Joy A. Slee,Dorothy Hull Library - Windsor Township,405 West Jefferson Street,,Dimondale,MI,48821-9551,jslee@cablespeed.com,5176460633,http://www.twp.windsor.mi.us/library/library.htm,"M,T,Th,F 1-5:30; W 1-8; Sa 9-2:30",6838,2,42.6463955,-84.6549833,5235,12%,40264,45499,6.65,2,73,0.01,15,5,15851,2.32,2538,3401,22724
Ms. Suanne T. Wierenga,Dorr Township Library,1804 Sunset Drive,,Dorr,MI,49323-9324,dorsw@llcoop.org,6166819678,http://www.dorrlibrary.org,"M,Th 12-8; T,W,F 10-5; Sa 10-2",7439,3,42.7337825,-85.7222466,14688,33%,30364,45052,6.06,1.53,6396,0.86,6754,6622,25339,3.41,2813,2906,29372
Ms. Katherine M. Johnson,Dowagiac District Library,211 Commercial Street,,Dowagiac,MI,49047-1728,kjohnson@dowagiacdl.org,2697823826,http://www.dowagiacdl.org/,"M,W,F 9-5:30; Tu,Th 9-8:30; Sa 9-2",13306,4,41.9830515,-86.1101107,30030,34%,59576,89606,6.73,1.69,4973,0.37,2002,5012,43000,3.23,24048,7550,52906
Ms. Kris T. Miller,Dowling Public Library,1765 East Dowling Road,,Hastings,MI,49058-9332,dowlinglibrary@gmail.com,2697213743,http://www.dowlingpubliclibrary.com/,"M,Tu,W,F 1-6; Sa 10-2 Summer Hours (Memorial Day-Labor Day): M,Tu,W,F 12-6; Closed Th,Sa ",4869,2,42.5224257,-85.2542042,4658,21%,17895,22553,4.63,1.39,329,0.07,2394,2405,12001,2.46,985,1357,16221
Ms. Desta K. Ureel,Dryden Township Library,5480 Main Street,P.O. Box 280,Dryden,MI,48428-0280,d.ureel@vlc.lib.mi.us,8107963586,www.drydentownshiplibrary.org,"M-Th 10-9; F,Sa 10-2",4768,2,42.945949,-83.1258239,9134,30%,21255,30389,6.37,1.12,2046,0.43,6436,2255,,0,3004,3296,27216
Ms. Kristin M. Shelley,East Lansing Public Library,City Of East Lansing,950 Abbott Road,East Lansing,MI,48823-3105,kshelley@cityofeastlansing.com,5173512420,http://www.elpl.org,M-Th 10-9; F 10-6; Sa 10-5:30; Su 1-5  (Labor Day Thru Memorial Day),48579,5,42.767951,-84.479392,118090,38%,192044,310134,6.38,2.38,54476,1.12,9497,9571,268876,5.53,50085,27287,130343
Ms. Carol M. Sterling,Eastpointe Memorial Library,15875 Oak Avenue,,Eastpointe,MI,48021-2316,sterlinc@libcoop.net,5864455096,http://www.cityofeastpointe.net/library.htm,"M-Th 10-8; F,Sa 12-5; Closed Su",32442,5,42.4627583,-82.9578497,38645,30%,88519,127164,3.92,1.72,23857,0.74,13672,14446,119471,3.68,28184,15998,73976
Ms. Sandra L. Porter,Eaton Rapids Public Library,220 South Main Street,,Eaton Rapids,MI,48827-1256,sporter@cityofeatonrapids.com,5176638118,http://www.ci.eaton-rapids.mi.us/library.htm,"M&W 10a-8p; T,Th,F 10a-5p; Sa 11a-2p (Closed Saturdays between Memorial Day and Labor Day)",5214,2,42.5109894,-84.6558835,9838,31%,21456,31294,6,1.41,6187,1.19,2570,1822,26605,5.1,6289,1814,22209
Ms. Ann Greene,Eau Claire District Library,6528 East Main Street,P.O. Box 328,Eau Claire,MI,49111-0328,greenelib@yahoo.com,2694616241,http://www.eauclaire.michlibrary.org,"M,W 12-9; Tu,Th,F 10-6; Sa 10-4",7392,3,41.985039,-86.298874,13113,40%,19410,32523,4.4,0.87,731,0.1,246,603,12506,1.69,7098,0,37413
Ms. Nannette Diane Miller,Elk Rapids District Library,300 Isle of Pines,P.O. Box 337,Elk Rapids,MI,49629-0337,erdl@elkrapidsnet.com,2312649979,www.elkrapidslibrary.org,"M-Th 10-8; F,Sa 10-5; Sun 1-5",5432,2,44.8990939,-85.4154779,7312,23%,24900,32212,5.93,1.56,1025,0.19,187,160,49180,9.05,7800,3500,20659
Ms. Janet L. Dyki,Elk Township Library,29 East Lapeer Street,,Peck,MI,48466-0268,library@airadv.net,8103785409,http://www.elktwplibrary.org/,"T,Th 9-12,1-7; W,F 9-12,1-5; Sa 9-1",2769,1,43.2586721,-82.816248,2160,27%,5737,7897,2.85,0.5,200,0.07,55,80,6280,2.27,1229,2355,15669
Ms. Ann T. Trierweiler,Elsie Public Library,PO Box 545,,Elsie,MI,48831,elsielibrary@mutualdata.com,9898624633,http://elsiepubliclibrary.org/,M 11-5; W 1-7; Th 1-7; Sa 10-2,3617,1,43.0886392,-84.3869261,8464,42%,11692,20156,5.57,0.76,6718,1.86,423,645,17704,4.89,4210,2136,26690
Ms. Carolyn M. Stacey,Escanaba Public Library,400 Ludington Street,,Escanaba,MI,49829-3924,cstacey@escanabalibrary.org,9067897332,http://www.escanabalibrary.org/,M-Th 10-8; F 10-5; Sa 10-3 (Memorial Day-Labor Day Closed Sa),27564,4,45.745782,-87.0524519,37010,30%,85318,122328,4.44,1.5,6240,0.23,4779,5410,105033,3.81,20991,10045,81453
Ms. Lilas M. Van Scoyoc,Evart Public Library,104 North Main Street,P.O. Box 576,Evart,MI,49631-0576,evartpubliclibrary@yahoo.com,2317345542,,"M,Tu,Th,F 9-4:30; W 9-6; Sa 9-12 ",7717,3,43.900707,-85.2593752,9403,33%,18806,28209,3.66,0.76,6102,0.79,305,111,13674,1.77,3801,3485,37253
Mr. Larry H. Haubenstricker,Fairgrove District Library,1959 Main Street,,Fairgrove,MI,48733-9568,larry@fairgrove.lib.mi.us,9896936050,,"M,W,F 9-8; Tu 9-1; Sa 10-1",3112,1,43.5230155,-83.5433727,1948,11%,16493,18441,5.93,0.86,2290,0.74,0,0,18441,5.93,5169,1943,21548
Ms. Tina M. Theeke,Farmington Community Library,32737 West Twelve Mile Road,,Farmington Hills,MI,48334-3302,Tina.Theeke@farmlib.org,2488484301,http://www.farmlib.org,M-Th 9am-9pm; F-Sa 10am-6pm; Su 1pm-5pm,90112,6,42.497849,-83.370771,541216,39%,846518,1387734,15.4,4.22,205495,2.28,5668,4287,717282,7.96,206529,65950,328513
Mr. Robert Vande Vusse,Fennville District Library,400 West Main Street,P.O. Box 1130,Fennville,MI,49408-1130,fenbv@llcoop.org,2695615050,http://www.fennvillelibrary.org,M-Th 10-8; F 10-5; Sa 10-2; Su 2-4,14257,4,42.5942868,-86.1061161,17988,40%,26719,44707,3.14,1.29,5590,0.39,4956,3582,81777,5.74,18602,2822,34569
Ms. Kate A. Pohjola,Ferndale Public Library,222 East Nine Mile Road,,Ferndale,MI,48220-1731,,2485462504,http://www.ferndale.lib.mi.us,M-Th 9-8; F 9-5:30; Sa 12-5,19900,4,42.4602829,-83.132282,29105,23%,98258,127363,6.4,2.02,26026,1.31,4600,5001,64023,3.22,32000,9902,63129
Ms. Julie C. Kintner,Fife Lake Public Library,77 Lakecrest Lane,,Fife Lake,MI,49633-9999,,2318794101,http://www.tadl.org/fifelake,Tu/Th 12-8; W/F 9-5; Sa 9-3,2791,1,44.5784241,-85.3469571,4255,18%,19242,23497,8.42,0.97,5740,2.06,2598,1934,20332,7.28,5323,61061,24271
Ms. Laura J.V. Powers,Flat River Community Library,200 West Judd,,Greenville,MI,48838-2225,gre@llcoop.org,6167546359,http://www.flatriverlibrary.org,M-Th 9 am - 8 pm; F-Sa 9 am - 5 pm; Closed Sundays,17626,4,43.1738254,-85.2531849,53345,30%,123801,177146,10.05,2.1,4854,0.28,15021,8054,95911,5.44,21528,9788,84156
Ms. Linda M. Mulder,Flat Rock Public Library,25200 Gilbralter Road,,Flat Rock,MI,48134-1553,mulder@frlib.org,7347822430,http://www.frlib.org,M-W 10-8; Th-Su 12-5,13167,4,42.095292,-83.27781,36963,36%,64877,101840,7.73,1.28,4291,0.33,17185,11709,91098,6.92,13711,5669,79685
Ms. Kay L. Schwartz,Flint Public Library,1026 East Kearsley Street,,Flint,MI,48503-1923,kschwartz@fpl.info,8102327111,www.fpl.info,Tues-Fri 9 to 8; Sat 9 to 6,102434,6,43.0218842,-83.6805394,92149,31%,205180,297329,2.9,0.73,133758,1.31,313,169,280168,2.74,110853,50719,409820
Ms. Kathleen Holman,Forsyth Township Public Library,184 West Flint Street,P.O. Box 1328,Gwinn,MI,49841-1328,kholman@uproc.lib.mi.us,9063463433,,"M,W 12-8; Tu,Th 9-5",6164,2,46.2789644,-87.4384251,5445,18%,23988,29433,4.77,1.78,3035,0.49,1728,5310,31960,5.18,8915,2383,16509
Ms. Cheryl L. Poch,Fowlerville District Library,131 Mill Street,P.O. Box 313,Fowlerville,MI,48836-0313,c.poch@fowlervillelibrary.org,5172239089,http://www.fowlervillelibrary.org,"M-Th 9:30-7;F 9:30-5, Sat 10-2 Sun Closed",17068,4,42.6620352,-84.0728797,33486,46%,39487,72973,4.28,2.08,8203,0.48,489,1733,71054,4.16,7800,14610,35044
Ms. Mary R. Chasseur,Frankenmuth James E. Wickson District Library,359 South Franklin Street,,Frankenmuth,MI,48734,wicksonlibrary@gmail.com,9896528323,http://www.wicksonlibrary.org,M-Th 9-9; F 9-5; Sa 10-5; Su 1-4,7824,3,43.3317928,-83.7400158,40871,40%,61307,102178,13.06,2.35,6750,0.86,2790,3356,98750,12.62,12393,7838,43415
Ms. Teresa M. Natzke,Franklin Public Library,32455 Franklin Road,,Franklin,MI,48025-1130,tnatzke@franklin.lib.mi.us,2488512254,http://www.franklin.lib.mi.us,"M,W,F 11-6; Tu,Th 11-8; Sa 11-4",3150,1,42.5250243,-83.3059284,7832,36%,13656,21488,6.82,1.38,2023,0.64,1699,2651,15691,4.98,1475,925,15522
Ms. Regina K. Slivka,Fraser Public Library,16330 East Fourteen Mile Road,,Fraser,MI,48026-2034,slivkar@libcoop.net,5862932055,http://www.fraser.govoffice.com/index.asp?Type=B_BASIC&SEC={0A9189E1-1831-407A-B3AC-5E589147F889},"M-Th 10-8; F,Sa 10-5",14480,4,42.538115,-82.955228,43349,37%,72385,115734,7.99,1.71,14178,0.98,11599,9971,76673,5.3,12414,8097,67583
Ms. Tammy Lane Borden,Freeport District Library,208 South State Street,P.O. Box 4,Freeport,MI,49325-9759,fre@llcoop.org,6167655181,http://www.freeportdl.michlibrary.org,"M,Th 1-8; W 9-5; F 9-5; Sa 9-11(Sep-Apr) ",5641,2,42.7639732,-85.3163882,10422,43%,13678,24100,4.27,1.16,379,0.07,2140,1894,10484,1.86,1417,1059,20798
Mr. Raymond J. Arnett,Fremont Area District Library,104 East Main Street,,Fremont,MI,49412-1246,rarnett@fremontlibrary.net,2319243480,http://fremontlibrary.net,"M, Tu, Th 10 am - 7 pm; W, F 10 am - 5 pm; Sa 10 am - 1 pm",13326,4,43.46666,-85.942328,69695,41%,101038,170733,12.81,1.73,15250,1.14,22234,16430,121371,9.11,21111,4956,98642
Ms. Donna Kowalewski,Galesburg Memorial Library,188 East Michigan Avenue,,Galesburg,MI,49053-9501,galesburglibrary@hotmail.com,2696657839,,"Tu,Th,F 10:30-4:40; W 12-8; Sa 10-2",9476,3,42.288931,-85.4132423,6906,35%,13017,19923,2.1,0.64,916,0.1,1753,1017,12640,1.33,3832,2952,31159
Ms. Suzanne M. Robinson,Galien Township Public Library,302 North Cleveland Avenue,P.O. Box 278,Galien,MI,49113-0278,galienpl@sbcglobal.net,2695458281,,"M,W 12-8; Tu,Th 10-5:30; F 12-5:30; Closed Sa,Su",3043,1,41.80565,-86.499364,3419,35%,6260,9679,3.18,0.26,115,0.04,0,620,8496,2.79,3597,1426,37522
Mr. Lawrence P. Marble,Garden City Public Library,31735 Maplewood Street,,Garden City,MI,48135-1709,lmarble@garden-city.lib.mi.us,7347931830,http://garden-city.lib.mi.us,M-Th 10-9; Sa 10-4 (winter); F 10-4 (summer),27692,5,42.3322934,-83.3543309,13413,33%,27150,40563,1.46,0.66,4513,0.16,4047,5699,30264,1.09,8444,6998,61022
Ms. Melissa A. Huisman,Gary Byker Memorial Library of Hudsonville,3338 Van Buren Street,,Hudsonville,MI,49426-1196,hudmh@llcoop.org,6166691255,http://www.hudsonville.org/library,"M,W,F 10-5; Tu,Th 10-8; Sa 10-1",10002,3,42.870401,-85.864329,48417,41%,70808,119225,11.92,1.97,8684,0.87,9885,8208,70010,7,9519,3797,60669
Ms. Carolyn Nash,Genesee District Library,G-4195 West Pasadena Avenue,,Flint,MI,48504-2375,cnash@thegdl.org,8107325570,http://www.thegdl.org,M-Tu 9-9; W-Th 12-8; F-Sa 9-5,332567,6,43.045699,-83.760409,293661,11%,2373238,2666899,8.02,3.88,318599,0.96,23678,30804,1651764,4.97,345928,135312,686826
Ms. Kay K. Bursley,George W. Spindler Memorial Library,186 North Main Street,P.O. Box 68,Woodland,MI,48897-0068,kow14god@yahoo.com,2693674694,http://www.gwspindler.michlibrary.org,M 3-7; W 1-7;Th 9-2; Sa 10-1,2047,1,42.728966,-85.1341776,3675,64%,2069,5744,2.81,0.45,0,0,0,0,3604,1.76,448,1327,12790
Ms. Pamela A. Myers,Georgetown Township Public Library,1525 Baldwin Street,,Jenison,MI,49428-8911,jenpam@llcoop.org,6164579620,http://www.georgetown-mi.gov/library/,"M-Th 10-9; F, Sa 10-5 (May 28-Sep 3 M-Th 9-9; F 9-5; Sa 9-1)",46985,5,42.908279,-85.819956,162298,48%,175466,337764,7.19,2.1,153101,3.26,28060,33324,145258,3.09,112826,17199,161090
Ms. Lori A. Wells,Gladstone School & Public Library,300 South Tenth Street,,Gladstone,MI,49837-1518,lwells@gladstone.k12.mi.us,9064284224,http://www.gladstoneschools.com/library/Main%20Library.htm,M-Th 8-7; F 8-4; Sa 9-1 (Jun-Aug M-Th 10-6; F 9-2),9505,3,45.8443484,-87.0210096,84098,77%,25578,109676,11.54,2.45,6905,0.73,2081,1251,122466,12.88,15630,2710,44834
Mr. Bruce E. Guy,Gladwin County District Library,402 James Robertson Drive,,Gladwin,MI,48624-2096,director@gladwinlibrary.org,9894268221,http://www.gladwinlibrary.org,"M-Th 9-8; F,Sa 9-5 (Spring/Summer Sa 9-2)",25692,4,43.9822743,-84.4703263,21353,15%,123793,145146,5.65,2.26,9391,0.37,11532,11853,79449,3.09,39369,5000,64329
Mr. David F. Diller,Glen Lake Community Library,10115 West Front Street,,Empire,MI,49630-9418,info@glenlakelibrary.net,2313265361,http://www.glenlakelibrary.net/,"M,W,F 10-5; Tu,Th 10-7; Sa 10-3",3650,1,44.8109839,-86.0601391,6120,23%,20280,26400,7.23,0.98,0,0,117,178,16100,4.41,3858,1048,27003
Ms. Melissa J. Barnard,Grace A. Dow Memorial Library,City Of Midland,1710 W. St. Andrews Road,Midland,MI,48640-2698,mbarnard@midland-mi.org,9898373430,http://www.midland-mi.org/gracedowlibrary,M-F 9:30 am - 8:30 pm; Sa 10 am - 5 pm; Su 1 pm - 5 pm (Closed Weekends Memorial Day - Labor Day),76707,6,43.6251922,-84.2472327,350861,42%,492626,843487,11,3.26,78130,1.02,28108,23643,437666,5.71,57054,54254,259132
Ms. Suzanne Bowles,Grand Ledge Area District Library,131 East Jefferson Street,,Grand Ledge,MI,48837-1534,szbwgladlib@netscape.net,5176277014,http://grandledge.lib.mi.us/,"M-Th 10-9; F,Sa 10-5; Su 1-5 ",15958,4,42.7530346,-84.7459423,26400,17%,126081,152481,9.56,2.38,4865,0.3,4389,3859,80635,5.05,10193,8295,64043
Ms. Marcia A. Warner,Grand Rapids Public Library,"111 Library Street, NE",,Grand Rapids,MI,49503-3268,mwarner@grpl.org,6169885400,http://www.grpl.org/,"M-Th 9-9; F,Sa 9-5:30; Su 1-5 (May 30-Sep 4 Closed Su)",188040,6,42.964905,-85.665905,512616,29%,1242005,1754621,9.33,2.05,352170,1.87,9145,12876,1052376,5.6,296841,67367,854794
Ms. Deborah L. Bose,Grant Area District Library,122 Elder Street,,Grant,MI,49327-0695,gntdb@llcoop.org,2318345713,http://www.grantlibrary.net,"M,W,F  9:30-5; Tu,Th 12-8; Sa 9:30-1",8891,3,43.334448,-85.802072,14896,37%,25374,40270,4.53,1.04,9210,1.04,5364,3896,62721,7.05,11321,2938,38774
Ms. Vickey J. Bloom,Grosse Pointe Public Library,10 Kercheval Avenue,,Grosse Pointe Farms,MI,48236-3693,vbloom@gp.lib.mi.us,3133432074,http://www.gp.lib.mi.us,"M-Th 9-9; F,Sa 9-5; Su 1-5 (Summer Closed Su)",51054,6,42.3938824,-82.9056924,267087,38%,436699,703786,13.79,2.93,94373,1.85,13721,15305,663242,12.99,112440,21956,240227
Ms. Martha L. Ferriby,Hackley Public Library,316 West Webster Avenue,,Muskegon,MI,49440-1281,askus@hackleylibrary.org,2317227276,http://www.hackleylibrary.org,"M,Tu,W 10-8; Th,F,Sa 10-5; Closed Sundays",40898,5,43.2336411,-86.2517775,41963,21%,157860,199823,4.89,1.29,58786,1.44,14926,6363,344578,8.43,35618,16117,155267
Ms. Holly P. Hentz,Hamburg Township Library,10411 Merrill Road,P.O. Box 247,Hamburg,MI,48139-0247,hhentz@hamburglibrary.org,8102311771,http://www.hamburglibrary.org,M-Th 9-8; F 12-6; Sa 9-5,21165,4,42.4504888,-83.821266,31251,29%,77334,108585,5.13,1.85,649,0.03,689,2286,74763,3.53,5811,10273,58680
Ms. E. Tamara Sochacka,Hamtramck Public Library,Albert J. Zak Memorial Library,2360 Caniff Avenue,Hamtramck,MI,48212-2947,TamaraSochacka@comcast.net,3133657050,http://www.hamtramck.lib.mi.us/,"M,W,F 9-5; Tu,Th 11-7; Sa 10-2 (Jul 1-Aug 31 closed Sa)",22423,4,42.39808,-83.063796,25869,42%,35725,61594,2.75,0.86,27225,1.21,5382,11055,88469,3.95,39092,5127,71365
Ms. Susan M. Zubiena,Hancock School Public Library,501 Campus Drive,,Hancock,MI,49930-1845,sue@hancock.k12.mi.us,9064832544,http://www.hancock.k12.mi.us/cat_index_130.php,"M,W 8-8; Tu,Th 8-4:30; F 8-3 (Jun 20-Aug 20 M,W 9-3; Tu,Th 9-12)",6831,2,47.1413271,-88.5858043,3840,48%,4177,8017,1.17,0.39,2995,0.44,325,836,12500,1.83,225,1271,20758
Ms. Vicki M. Mazure,Harbor Beach Area District Library,105 North Huron Avenue,,Harbor Beach,MI,48441-1167,vicki@hbadl.org,9894793417,http://www.hbadl.org/,"M,W,F 12-8; Tu,Th,Sa 9-5",6119,2,43.8447783,-82.6514655,9679,24%,31271,40950,6.69,1.64,1638,0.27,1020,1761,22539,3.68,,,24955
Mr. Dale J. Parus,Harper Woods Public Library,19601 Harper Avenue,,Harper Woods,MI,48225-2001,parusdhpw@gmail.com,3133432575,www.harperwoodslibrary.org,"M-W 11-8:30; Th 11-5; F,Sa 1-5 (Winter) M-W 11-8:30; Th 11-5, F 11-5; Sa Closed (Summer)",14236,4,42.432469,-82.9238129,23199,39%,36342,59541,4.18,1.16,13085,0.92,9378,6913,66029,4.64,25766,8386,51357
Ms. Sheila M. Bissonnette,Harrison District Library,105 East Main Street,P.O. Box 380,Harrison,MI,48625-9765,,9895396711,http://www.harrisonlibrary.net,"M-Th 10-7:30; F,Sa 10-5",11751,3,44.0196588,-84.8011263,7596,19%,32248,39844,3.39,1.63,2374,0.2,3413,5172,64895,5.52,12162,5005,24469
Ms. Joan T. LundBorg,Hart Area Public Library,415 South State Street,,Hart,MI,49420-1228,hapl@hartpubliclibrary.org,2318734476,http://www.hart.lib.mi.us/,"M,Th 9-8:30; Tu,W,F 9-5; Sa 9-2; Su Closed",8133,3,43.6983642,-86.3638309,29038,30%,67435,96473,11.86,2.25,1197,0.15,459,2024,96200,11.83,15935,5825,42787
Ms. Stephanie A. Daniels,Hartford Public Library,15 Franklin Street,P.O. Box 8,Hartford,MI,49057-0008,hartfordlibrary2000@yahoo.com,2696213408,http://www.hartfordpl.michlibrary.org,"M,W 10-7; Tu,Th, F 10-5; Sa 10-2",6582,2,42.206524,-86.1699422,14097,42%,19472,33569,5.1,0.67,2348,0.36,550,832,38086,5.79,16069,2068,50177
